Customer ID,Amount,Gross Profit,Transaction Date
59,$375.00,$337.00,2020-02-15 10:56:32.429+00
60,$299.00,$261.00,2020-02-15 11:45:37.61+00
48,$175.00,$137.00,2020-02-15 12:37:07.031+00
61,$375.00,$337.00,2020-02-16 10:19:02.122+00
62,$175.00,$137.00,2020-02-18 12:09:17.231+00
63,$375.00,$337.00,2020-02-19 08:18:43.699+00
64,$175.00,$137.00,2020-02-19 12:10:30.782+00
65,$299.00,$261.00,2020-02-19 12:33:06.247+00
66,$375.00,$337.00,2020-02-19 16:27:31.043+00
67,$375.00,$337.00,2020-02-20 08:21:20.804+00
68,$299.00,$261.00,2020-02-20 19:18:26.57+00
69,$375.00,$337.00,2020-02-20 20:19:24.464+00
28,$149.00,$111.00,2020-02-21 05:55:10.341+00
70,$299.00,$261.00,2020-02-21 09:33:54.356+00
71,$299.00,$261.00,2020-02-21 12:49:50.831+00
72,$375.00,$337.00,2020-02-21 16:03:58.461+00
73,$375.00,$337.00,2020-02-22 11:49:11.985+00
6,$175.00,$137.00,2020-02-22 20:23:39.402+00
74,$299.00,$261.00,2020-02-23 10:39:34.612+00
75,$299.00,$261.00,2020-02-24 08:42:28.066+00
76,$375.00,$337.00,2020-02-24 10:19:11.07+00
77,$375.00,$337.00,2020-02-24 15:27:10.785+00
35,$175.00,$137.00,2020-02-25 09:07:39.156+00
78,$375.00,$337.00,2020-02-25 11:32:24.837+00
8,$149.00,$111.00,2020-02-26 06:17:24.456+00
79,$299.00,$261.00,2020-02-26 11:31:19.631+00
80,$375.00,$337.00,2020-02-27 08:14:54.786+00
22,$149.00,$111.00,2020-02-28 16:03:00.085+00
81,$375.00,$337.00,2020-02-28 19:36:38.361+00
82,$175.00,$137.00,2020-02-28 20:29:19.768+00
83,$175.00,$137.00,2020-02-29 10:59:56.284+00
84,$149.00,$111.00,2020-03-01 09:16:40.833+00
85,$175.00,$137.00,2020-03-02 00:13:07.822+00
86,$149.00,$111.00,2020-03-02 10:01:01.698+00
87,$375.00,$337.00,2020-03-02 23:39:40.457+00
71,$149.00,$111.00,2020-03-03 09:36:30.1+00
88,$375.00,$337.00,2020-03-05 11:59:13.908+00
89,$375.00,$337.00,2020-03-05 15:00:11.678+00
90,$175.00,$137.00,2020-03-06 10:05:12.423+00
16,$149.00,$111.00,2020-03-07 11:32:20.687+00
41,$175.00,$137.00,2020-03-09 10:08:18.131+00
91,$375.00,$337.00,2020-03-09 13:47:14.686+00
92,$199.00,$161.00,2020-03-09 13:51:00.747+00
93,$175.00,$137.00,2020-03-09 15:41:25.632+00
94,$375.00,$337.00,2020-03-10 09:25:33.163+00
95,$149.00,$111.00,2020-03-10 12:12:41.218+00
96,$199.00,$161.00,2020-03-10 17:27:34.929+00
97,$375.00,$337.00,2020-03-11 02:41:56.592+00
12,$175.00,$137.00,2020-03-11 13:18:28.051+00
98,$299.00,$261.00,2020-03-12 19:45:16.138+00
99,$375.00,$337.00,2020-03-13 11:37:22.319+00
45,$149.00,$111.00,2020-03-14 08:26:40.932+00
100,$299.00,$261.00,2020-03-14 10:24:09.753+00
101,$375.00,$337.00,2020-03-15 10:36:48.661+00
102,$199.00,$161.00,2020-03-16 04:43:33.794+00
70,$140.00,$102.00,2020-03-16 13:03:51.835+00
35,$175.00,$137.00,2020-03-17 12:00:50.69+00
103,$299.00,$261.00,2020-03-18 08:24:42.895+00
103,$299.00,$261.00,2020-03-18 16:01:48.774+00
104,$375.00,$337.00,2020-03-18 16:59:42.046+00
105,$299.00,$261.00,2020-03-19 08:01:31.38+00
2,$149.00,$111.00,2020-03-19 13:46:28.866+00
106,$375.00,$337.00,2020-03-19 14:42:21.877+00
107,$299.00,$261.00,2020-03-20 09:36:32.396+00
71,$149.00,$111.00,2020-03-21 12:17:39.536+00
76,$175.00,$137.00,2020-03-22 09:42:24.509+00
28,$149.00,$111.00,2020-03-23 12:35:44.822+00
108,$175.00,$137.00,2020-03-23 21:25:46.743+00
109,$149.00,$111.00,2020-03-24 10:13:28.89+00
110,$199.00,$161.00,2020-03-25 07:44:01.468+00
111,$299.00,$261.00,2020-03-25 08:31:23.581+00
112,$299.00,$261.00,2020-03-25 13:37:21.548+00
114,$140.00,$102.00,2020-03-25 23:38:32.087+00
115,$175.00,$137.00,2020-03-27 13:48:57.96+00
116,$375.00,$337.00,2020-04-03 08:44:22.117+00
113,$175.00,$137.00,2020-04-04 14:11:45.558+00
117,$375.00,$337.00,2020-04-05 10:35:48.689+00
118,$375.00,$337.00,2020-04-05 13:35:13.952+00
41,$175.00,$137.00,2020-04-05 21:30:11.295+00
119,$175.00,$137.00,2020-04-06 08:10:58.097+00
120,$299.00,$261.00,2020-04-07 12:48:44.989+00
121,$375.00,$337.00,2020-04-07 16:49:59.63+00
122,$299.00,$261.00,2020-04-07 18:27:22.673+00
123,$375.00,$337.00,2020-04-08 20:27:32.502+00
71,$149.00,$111.00,2020-04-09 06:58:42.428+00
124,$299.00,$261.00,2020-04-11 15:22:16.874+00
125,$375.00,$337.00,2020-04-12 02:33:45.121+00
126,$375.00,$337.00,2020-04-12 15:09:56.318+00
127,$375.00,$337.00,2020-04-13 11:53:10.278+00
128,$299.00,$261.00,2020-04-13 13:22:31.41+00
129,$375.00,$337.00,2020-04-13 19:07:42.729+00
130,$99.00,$61.00,2020-04-14 07:04:30.267+00
131,$299.00,$261.00,2020-04-14 11:06:10.453+00
132,$375.00,$337.00,2020-04-14 13:46:41.247+00
133,$299.00,$261.00,2020-04-14 14:14:48.647+00
95,$149.00,$111.00,2020-04-15 11:35:23.127+00
48,$175.00,$137.00,2020-04-16 11:01:43.236+00
134,$175.00,$137.00,2020-04-16 15:48:05.696+00
135,$299.00,$261.00,2020-04-16 17:33:03.306+00
90,$175.00,$137.00,2020-04-18 11:37:18.2+00
136,$99.00,$61.00,2020-04-19 05:07:28.581+00
137,$375.00,$337.00,2020-04-20 10:06:38.973+00
138,$375.00,$337.00,2020-04-22 12:45:19.26+00
139,$149.00,$111.00,2020-04-23 08:06:38.885+00
35,$175.00,$137.00,2020-04-23 16:33:28.192+00
140,$299.00,$261.00,2020-04-23 17:06:28.639+00
142,$199.00,$161.00,2020-04-24 08:26:46.04+00
141,$299.00,$261.00,2020-04-24 08:30:52.738+00
143,$375.00,$337.00,2020-04-24 08:35:29.869+00
144,$375.00,$337.00,2020-04-24 11:42:15.736+00
145,$299.00,$261.00,2020-04-24 12:36:28.79+00
146,$299.00,$261.00,2020-04-25 13:59:15.33+00
147,$375.00,$337.00,2020-04-25 14:59:15.658+00
19,$149.00,$111.00,2020-04-27 11:55:24.918+00
115,$175.00,$137.00,2020-04-28 08:08:51.474+00
71,$149.00,$111.00,2020-04-28 08:27:35.212+00
139,$299.00,$261.00,2020-04-28 08:33:23.284+00
148,$140.00,$102.00,2020-04-28 12:01:00.563+00
149,$375.00,$337.00,2020-04-28 14:59:35.513+00
71,$149.00,$111.00,2020-04-29 07:16:28.984+00
150,$175.00,$137.00,2020-04-29 10:52:38.379+00
151,$375.00,$337.00,2020-04-29 14:26:32.441+00
152,$375.00,$337.00,2020-04-29 17:29:15.232+00
153,$375.00,$337.00,2020-04-29 18:05:18.604+00
154,$299.00,$261.00,2020-04-29 19:40:18.032+00
155,$375.00,$337.00,2020-04-30 13:41:07.122+00
28,$149.00,$111.00,2020-04-30 14:07:35.038+00
156,$375.00,$337.00,2020-04-30 18:02:57.613+00
2,$149.00,$111.00,2020-05-01 08:43:08.857+00
83,$175.00,$137.00,2020-05-02 19:49:01.146+00
157,$375.00,$337.00,2020-05-03 12:16:27.927+00
158,$299.00,$261.00,2020-05-04 11:26:18.777+00
159,$375.00,$337.00,2020-05-04 12:11:43.108+00
117,$175.00,$137.00,2020-05-05 08:59:47.648+00
160,$199.00,$161.00,2020-05-06 04:24:59.356+00
161,$375.00,$337.00,2020-05-06 10:26:13.324+00
162,$375.00,$337.00,2020-05-06 10:26:50.773+00
131,$149.00,$111.00,2020-05-08 07:49:20.271+00
164,$375.00,$337.00,2020-05-08 11:56:56.536+00
41,$175.00,$137.00,2020-05-09 10:30:13.918+00
140,$140.00,$102.00,2020-05-10 19:16:57.961+00
165,$299.00,$261.00,2020-05-11 09:54:42.423+00
166,$375.00,$337.00,2020-05-11 20:20:50.461+00
134,$175.00,$137.00,2020-05-12 06:11:27.605+00
167,$175.00,$137.00,2020-05-12 15:43:06.762+00
168,$375.00,$337.00,2020-05-13 08:46:42.109+00
64,$175.00,$137.00,2020-05-13 10:36:09.992+00
169,$140.00,$102.00,2020-05-13 12:50:25.295+00
170,$175.00,$137.00,2020-05-13 17:13:59.688+00
48,$175.00,$137.00,2020-05-15 19:26:33.009+00
139,$149.00,$111.00,2020-05-16 06:13:32.341+00
171,$299.00,$261.00,2020-05-16 11:16:29.832+00
172,$299.00,$261.00,2020-05-17 06:11:31.104+00
6,$175.00,$137.00,2020-05-18 07:44:31.74+00
173,$375.00,$337.00,2020-05-19 11:47:57.499+00
174,$299.00,$261.00,2020-05-19 11:59:46.478+00
175,$375.00,$337.00,2020-05-19 16:52:40.459+00
176,$375.00,$337.00,2020-05-19 22:02:48.133+00
177,$299.00,$261.00,2020-05-20 15:04:27.969+00
178,$175.00,$137.00,2020-05-20 15:50:34.551+00
105,$149.00,$111.00,2020-05-20 16:31:44.817+00
19,$149.00,$111.00,2020-05-21 09:14:53.129+00
8,$149.00,$111.00,2020-05-21 10:51:43.402+00
179,$140.00,$102.00,2020-05-21 17:49:53.114+00
35,$175.00,$137.00,2020-05-21 19:49:00.606+00
180,$299.00,$261.00,2020-05-22 12:02:46.214+00
78,$175.00,$137.00,2020-05-22 13:10:38.041+00
181,$199.00,$161.00,2020-05-22 18:25:16.727+00
182,$199.00,$161.00,2020-05-22 19:57:05.993+00
95,$149.00,$111.00,2020-05-23 09:01:27.634+00
62,$175.00,$137.00,2020-05-25 12:22:46.19+00
183,$299.00,$261.00,2020-05-26 07:58:29.255+00
184,$199.00,$161.00,2020-05-26 08:04:46.69+00
185,$299.00,$261.00,2020-05-26 20:36:53.285+00
186,$299.00,$261.00,2020-05-27 08:06:16.857+00
56,$175.00,$137.00,2020-05-27 22:23:30.357+00
187,$299.00,$261.00,2020-05-28 17:46:26.269+00
188,$375.00,$337.00,2020-05-28 19:18:11.143+00
189,$299.00,$261.00,2020-05-28 22:20:24.628+00
115,$140.00,$102.00,2020-05-29 15:43:43.902+00
191,$299.00,$261.00,2020-05-29 22:32:41.037+00
190,$375.00,$337.00,2020-05-30 17:04:50.206+00
192,$140.00,$102.00,2020-05-31 10:54:43.909+00
71,$149.00,$111.00,2020-06-01 08:10:45.401+00
129,$175.00,$137.00,2020-06-01 09:30:33.337+00
193,$175.00,$137.00,2020-06-01 16:41:49.484+00
194,$175.00,$137.00,2020-06-01 17:30:52.878+00
195,$149.00,$111.00,2020-06-02 07:33:14.225+00
196,$299.00,$261.00,2020-06-02 18:40:22.99+00
185,$140.00,$102.00,2020-06-02 19:12:49.223+00
157,$175.00,$137.00,2020-06-04 12:13:03.305+00
197,$299.00,$261.00,2020-06-04 15:45:28.724+00
198,$375.00,$337.00,2020-06-06 15:33:19.711+00
199,$175.00,$137.00,2020-06-07 17:04:25.347+00
42,$175.00,$137.00,2020-06-08 10:09:05.588+00
200,$299.00,$261.00,2020-06-08 13:44:31.163+00
201,$299.00,$261.00,2020-06-08 13:56:39.165+00
202,$375.00,$337.00,2020-06-08 17:50:28.235+00
203,$299.00,$261.00,2020-06-09 09:55:16.689+00
204,$375.00,$337.00,2020-06-09 10:27:52.071+00
141,$140.00,$102.00,2020-06-09 14:24:33.526+00
206,$299.00,$261.00,2020-06-10 08:37:54.205+00
207,$149.00,$111.00,2020-06-10 08:46:37.921+00
208,$299.00,$261.00,2020-06-10 09:54:12.078+00
139,$149.00,$111.00,2020-06-10 11:24:27.019+00
209,$375.00,$337.00,2020-06-10 21:46:30.925+00
210,$375.00,$337.00,2020-06-11 10:36:31.218+00
211,$149.00,$111.00,2020-06-11 12:35:39.875+00
212,$375.00,$337.00,2020-06-12 12:57:24.527+00
48,$175.00,$137.00,2020-06-12 18:23:40.881+00
213,$375.00,$337.00,2020-06-15 13:29:50.715+00
164,$175.00,$137.00,2020-06-15 21:59:08.097+00
214,$375.00,$337.00,2020-06-16 02:47:11.555+00
215,$299.00,$261.00,2020-06-16 09:52:34.473+00
216,$375.00,$337.00,2020-06-16 12:52:33.546+00
19,$149.00,$111.00,2020-06-16 12:53:52.655+00
164,$175.00,$137.00,2020-06-16 13:52:03.219+00
214,$299.00,$261.00,2020-06-17 03:25:37.214+00
217,$375.00,$337.00,2020-06-17 11:49:20.44+00
218,$175.00,$137.00,2020-06-17 13:14:46.562+00
134,$140.00,$102.00,2020-06-17 16:55:01.731+00
219,$299.00,$261.00,2020-06-17 17:47:30.691+00
220,$375.00,$337.00,2020-06-17 23:02:07.624+00
131,$149.00,$111.00,2020-06-18 07:35:32.919+00
35,$175.00,$137.00,2020-06-18 14:40:32.946+00
112,$149.00,$111.00,2020-06-18 15:04:34.75+00
105,$149.00,$111.00,2020-06-18 23:13:01.676+00
222,$375.00,$337.00,2020-06-19 07:08:07.364+00
223,$299.00,$261.00,2020-06-19 09:38:34.738+00
224,$299.00,$261.00,2020-06-20 07:03:59.498+00
45,$149.00,$111.00,2020-06-20 11:22:25.48+00
28,$149.00,$111.00,2020-06-22 06:35:41.401+00
221,$375.00,$337.00,2020-06-22 10:23:20.779+00
222,$299.00,$261.00,2020-06-23 11:51:08.315+00
139,$149.00,$111.00,2020-06-24 09:59:49.005+00
225,$140.00,$102.00,2020-06-25 13:33:12.616+00
226,$375.00,$337.00,2020-06-25 17:29:46.652+00
227,$299.00,$261.00,2020-06-26 08:19:11.533+00
228,$375.00,$337.00,2020-06-26 12:41:14.96+00
230,$375.00,$337.00,2020-06-26 13:18:00.435+00
229,$375.00,$337.00,2020-06-26 15:27:44.829+00
232,$299.00,$261.00,2020-06-28 09:37:55.721+00
231,$375.00,$337.00,2020-06-28 14:37:15.24+00
233,$0.00,-$38.00,2020-06-29 01:25:29.419+00
234,$0.00,-$38.00,2020-06-29 05:31:15.502+00
235,$0.00,-$38.00,2020-06-29 06:23:44.067+00
2,$149.00,$111.00,2020-06-29 07:39:22.707+00
41,$175.00,$137.00,2020-06-29 13:01:28.939+00
237,$375.00,$337.00,2020-06-29 13:02:03.316+00
239,$375.00,$337.00,2020-06-29 14:31:41.97+00
210,$175.00,$137.00,2020-06-29 14:48:40.05+00
145,$140.00,$102.00,2020-06-29 15:41:36.51+00
240,$140.00,$102.00,2020-06-29 16:06:09.08+00
241,$299.00,$261.00,2020-06-29 17:11:13.823+00
238,$299.00,$261.00,2020-06-30 09:56:30.26+00
236,$375.00,$337.00,2020-06-30 10:55:51.162+00
129,$175.00,$137.00,2020-06-30 11:14:39.236+00
242,$375.00,$337.00,2020-06-30 13:10:25.399+00
244,$299.00,$261.00,2020-07-01 07:24:23.303+00
243,$299.00,$261.00,2020-07-01 07:50:58.216+00
205,$299.00,$261.00,2020-07-01 17:19:32.197+00
245,$375.00,$337.00,2020-07-02 04:16:06.089+00
246,$0.00,-$38.00,2020-07-02 04:34:19.684+00
246,$0.00,-$38.00,2020-07-02 05:12:44.361+00
246,$0.00,-$38.00,2020-07-02 05:39:58.502+00
233,$0.00,-$38.00,2020-07-02 06:04:55.294+00
146,$149.00,$111.00,2020-07-02 08:42:44.918+00
247,$375.00,$337.00,2020-07-02 11:15:36.78+00
248,$299.00,$261.00,2020-07-02 12:33:28.618+00
248,$175.00,$137.00,2020-07-02 12:36:16.12+00
249,$299.00,$261.00,2020-07-02 15:36:35.105+00
250,$299.00,$261.00,2020-07-03 19:25:16.255+00
251,$199.00,$161.00,2020-07-04 12:00:57.506+00
252,$140.00,$102.00,2020-07-04 23:25:44.806+00
82,$175.00,$137.00,2020-07-05 10:20:16.055+00
115,$140.00,$102.00,2020-07-06 10:39:05.42+00
115,$175.00,$137.00,2020-07-06 10:40:35.255+00
176,$175.00,$137.00,2020-07-06 11:28:33.404+00
253,$299.00,$261.00,2020-07-06 14:45:05.207+00
195,$149.00,$111.00,2020-07-07 17:39:54.227+00
254,$375.00,$337.00,2020-07-08 01:15:15.048+00
95,$149.00,$111.00,2020-07-08 06:18:24.168+00
198,$175.00,$137.00,2020-07-08 14:57:21.356+00
208,$149.00,$111.00,2020-07-09 08:44:25.147+00
255,$375.00,$337.00,2020-07-09 09:14:44.333+00
256,$149.00,$111.00,2020-07-09 09:55:44.135+00
257,$299.00,$261.00,2020-07-09 10:56:03.791+00
259,$199.00,$161.00,2020-07-09 17:18:59.2+00
260,$0.00,-$38.00,2020-07-10 05:31:27.551+00
261,$375.00,$337.00,2020-07-10 11:44:03.829+00
258,$299.00,$261.00,2020-07-10 13:53:00.737+00
262,$149.00,$111.00,2020-07-11 13:35:11.487+00
48,$175.00,$137.00,2020-07-11 22:59:45.5+00
263,$149.00,$111.00,2020-07-12 18:51:30.024+00
207,$149.00,$111.00,2020-07-13 06:44:22.722+00
264,$299.00,$261.00,2020-07-13 12:32:03.66+00
266,$140.00,$102.00,2020-07-13 15:59:42.616+00
267,$299.00,$261.00,2020-07-14 08:53:31.329+00
265,$375.00,$337.00,2020-07-14 12:32:42.072+00
268,$299.00,$261.00,2020-07-14 15:08:41.675+00
269,$375.00,$337.00,2020-07-14 17:34:04.28+00
233,$0.00,-$38.00,2020-07-16 04:02:11.237+00
233,$0.00,-$38.00,2020-07-16 04:13:08.335+00
233,$0.00,-$38.00,2020-07-16 04:21:23.799+00
260,$0.00,-$38.00,2020-07-16 06:59:37.741+00
170,$175.00,$137.00,2020-07-16 18:50:36.299+00
211,$149.00,$111.00,2020-07-17 08:15:00.016+00
22,$149.00,$111.00,2020-07-17 13:19:38.211+00
25,$175.00,$137.00,2020-07-17 15:01:09.233+00
270,$175.00,$137.00,2020-07-17 19:27:28.695+00
271,$175.00,$137.00,2020-07-18 16:47:12.59+00
273,$175.00,$137.00,2020-07-20 10:14:05.489+00
274,$149.00,$111.00,2020-07-20 10:27:19.671+00
275,$375.00,$337.00,2020-07-20 10:57:09.028+00
130,$149.00,$111.00,2020-07-20 11:51:01.261+00
276,$299.00,$261.00,2020-07-20 20:19:58.755+00
260,$0.00,-$38.00,2020-07-21 04:39:52.737+00
277,$375.00,$337.00,2020-07-21 08:35:53.011+00
278,$149.00,$111.00,2020-07-21 11:04:35.144+00
279,$299.00,$261.00,2020-07-21 18:53:27.83+00
272,$299.00,$261.00,2020-07-22 06:47:01.588+00
161,$149.00,$111.00,2020-07-22 12:52:54.449+00
280,$299.00,$261.00,2020-07-22 14:05:26.676+00
221,$175.00,$137.00,2020-07-22 18:50:07.769+00
281,$149.00,$111.00,2020-07-23 09:25:55.716+00
282,$299.00,$261.00,2020-07-23 13:47:00.355+00
248,$175.00,$137.00,2020-07-25 13:28:47.1+00
248,$140.00,$102.00,2020-07-25 13:31:57.501+00
274,$299.00,$261.00,2020-07-27 09:35:41.157+00
284,$375.00,$337.00,2020-07-27 13:55:33.561+00
239,$175.00,$137.00,2020-07-28 02:53:40.484+00
71,$149.00,$111.00,2020-07-28 08:44:57.987+00
286,$299.00,$261.00,2020-07-28 11:45:53.487+00
203,$140.00,$102.00,2020-07-28 20:31:04.594+00
245,$175.00,$137.00,2020-07-29 02:32:17.9+00
287,$199.00,$161.00,2020-07-30 10:37:38.887+00
288,$299.00,$261.00,2020-07-30 10:56:56.314+00
163,$299.00,$261.00,2020-07-30 11:20:31.077+00
112,$149.00,$111.00,2020-07-30 11:28:29.903+00
164,$175.00,$137.00,2020-07-30 13:30:08.514+00
236,$175.00,$137.00,2020-07-30 13:53:59.313+00
192,$140.00,$102.00,2020-07-30 14:06:05.553+00
290,$375.00,$337.00,2020-07-30 16:53:48.644+00
289,$375.00,$337.00,2020-07-30 16:56:50.842+00
291,$375.00,$337.00,2020-07-30 18:00:49.342+00
285,$175.00,$137.00,2020-07-31 10:15:03.592+00
283,$299.00,$261.00,2020-07-31 11:57:20.262+00
242,$175.00,$137.00,2020-07-31 14:15:27.215+00
293,$299.00,$261.00,2020-07-31 19:02:40.29+00
294,$199.00,$161.00,2020-08-01 10:22:05.646+00
295,$299.00,$261.00,2020-08-01 10:33:43.257+00
296,$375.00,$337.00,2020-08-02 08:27:36.729+00
12,$175.00,$137.00,2020-08-02 12:15:50.153+00
260,$0.00,-$38.00,2020-08-03 03:09:03.032+00
260,$0.00,-$38.00,2020-08-03 03:37:05.733+00
298,$99.00,$61.00,2020-08-03 11:01:55.565+00
299,$375.00,$337.00,2020-08-03 12:14:06.462+00
292,$299.00,$261.00,2020-08-03 12:18:36.074+00
297,$299.00,$261.00,2020-08-03 12:46:58.942+00
301,$199.00,$161.00,2020-08-03 14:59:05.554+00
243,$149.00,$111.00,2020-08-04 08:32:58.914+00
302,$199.00,$161.00,2020-08-04 10:41:05.722+00
86,$149.00,$111.00,2020-08-04 12:02:46.177+00
303,$299.00,$261.00,2020-08-04 12:28:41.822+00
6,$149.00,$111.00,2020-08-04 20:25:33.921+00
6,$149.00,$111.00,2020-08-04 20:30:00.686+00
300,$299.00,$261.00,2020-08-04 21:11:47.995+00
305,$0.00,-$38.00,2020-08-05 02:59:42.994+00
306,$149.00,$111.00,2020-08-05 09:59:24.328+00
307,$299.00,$261.00,2020-08-06 05:34:38.375+00
42,$175.00,$137.00,2020-08-06 10:53:11.238+00
308,$175.00,$137.00,2020-08-06 13:31:07.657+00
309,$299.00,$261.00,2020-08-07 07:17:43.575+00
310,$375.00,$337.00,2020-08-07 11:48:58.382+00
311,$375.00,$337.00,2020-08-07 17:51:37.643+00
312,$140.00,$102.00,2020-08-08 01:39:56.814+00
313,$375.00,$337.00,2020-08-09 04:29:10.34+00
314,$299.00,$261.00,2020-08-09 06:09:54.777+00
62,$175.00,$137.00,2020-08-09 21:52:29.267+00
315,$299.00,$261.00,2020-08-10 08:07:47.998+00
200,$149.00,$111.00,2020-08-10 08:30:20.702+00
256,$149.00,$111.00,2020-08-10 11:07:12.765+00
304,$199.00,$161.00,2020-08-10 12:17:20.035+00
41,$175.00,$137.00,2020-08-10 17:58:05.007+00
317,$375.00,$337.00,2020-08-11 10:51:25.775+00
320,$149.00,$111.00,2020-08-11 14:04:23.482+00
321,$175.00,$137.00,2020-08-11 14:36:06.072+00
226,$175.00,$137.00,2020-08-11 21:11:04.374+00
267,$149.00,$111.00,2020-08-12 11:49:12.387+00
322,$375.00,$337.00,2020-08-12 13:03:00.951+00
323,$299.00,$261.00,2020-08-12 14:46:50.959+00
319,$375.00,$337.00,2020-08-12 15:01:41.239+00
277,$175.00,$137.00,2020-08-13 09:00:04.121+00
270,$175.00,$137.00,2020-08-13 12:39:35.424+00
325,$199.00,$161.00,2020-08-13 13:00:20.162+00
326,$299.00,$261.00,2020-08-13 13:20:42.084+00
324,$299.00,$261.00,2020-08-13 14:21:25.747+00
35,$175.00,$137.00,2020-08-14 11:04:37.234+00
328,$375.00,$337.00,2020-08-14 12:02:18.779+00
316,$299.00,$261.00,2020-08-14 12:12:44.105+00
327,$99.00,$61.00,2020-08-14 13:39:33.591+00
329,$375.00,$337.00,2020-08-14 15:10:16.924+00
95,$149.00,$111.00,2020-08-15 10:14:02.709+00
330,$375.00,$337.00,2020-08-16 19:07:02.292+00
71,$149.00,$111.00,2020-08-17 08:28:00.201+00
332,$140.00,$102.00,2020-08-17 09:55:29.781+00
332,$140.00,$102.00,2020-08-17 09:59:58.485+00
129,$175.00,$137.00,2020-08-17 10:29:37.671+00
331,$299.00,$261.00,2020-08-17 11:07:28.088+00
333,$149.00,$111.00,2020-08-17 11:32:20.255+00
155,$175.00,$137.00,2020-08-17 11:41:54.729+00
318,$175.00,$137.00,2020-08-17 19:05:38.243+00
335,$140.00,$102.00,2020-08-18 09:56:50.832+00
336,$375.00,$337.00,2020-08-18 09:59:35.556+00
262,$149.00,$111.00,2020-08-18 12:11:49.487+00
50,$149.00,$111.00,2020-08-18 12:42:34.207+00
338,$299.00,$261.00,2020-08-18 17:30:11.647+00
337,$299.00,$261.00,2020-08-19 07:56:36.345+00
339,$140.00,$102.00,2020-08-19 11:55:35.213+00
